"","controller","condition","item","rt","NA","subject","group"
"3647","DashedSentence",-0.5,2,5493,"FALSE","Native 17",-0.5
"3667","DashedSentence",-0.5,8,10614,"FALSE","Native 17",-0.5
"3675","DashedSentence",0.5,7,4988,"FALSE","Native 17",-0.5
"3679","DashedSentence",-0.5,12,7222,"FALSE","Native 17",-0.5
"3683","DashedSentence",0.5,1,10187,"FALSE","Native 17",-0.5
"3691","DashedSentence",0.5,11,13207,"FALSE","Native 17",-0.5
"3727","DashedSentence",0.5,3,4464,"FALSE","Native 17",-0.5
"3751","DashedSentence",-0.5,6,9672,"FALSE","Native 17",-0.5
"3817","DashedSentence",-0.5,10,4866,"FALSE","Native 18",-0.5
"3853","DashedSentence",-0.5,4,4426,"FALSE","Native 18",-0.5
"3861","DashedSentence",0.5,1,4609,"FALSE","Native 18",-0.5
"3885","DashedSentence",-0.5,6,5206,"FALSE","Native 18",-0.5
"3889","DashedSentence",-0.5,2,3502,"FALSE","Native 18",-0.5
"3937","DashedSentence",0.5,3,3217,"FALSE","Native 18",-0.5
"3941","DashedSentence",0.5,11,3704,"FALSE","Native 18",-0.5
"3965","DashedSentence",0.5,5,4800,"FALSE","Native 18",-0.5
"3969","DashedSentence",-0.5,8,6461,"FALSE","Native 18",-0.5
"3977","DashedSentence",0.5,7,6618,"FALSE","Native 18",-0.5
"3985","DashedSentence",0.5,9,6431,"FALSE","Native 18",-0.5
"4005","DashedSentence",-0.5,12,5586,"FALSE","Native 18",-0.5
"4063","DashedSentence",0.5,6,16540,"FALSE","Native 19",-0.5
"4091","DashedSentence",0.5,4,14255,"FALSE","Native 19",-0.5
"4119","DashedSentence",-0.5,5,7766,"FALSE","Native 19",-0.5
"4123","DashedSentence",0.5,8,7319,"FALSE","Native 19",-0.5
"4127","DashedSentence",-0.5,9,7895,"FALSE","Native 19",-0.5
"4131","DashedSentence",-0.5,1,7587,"FALSE","Native 19",-0.5
"4143","DashedSentence",0.5,2,6001,"FALSE","Native 19",-0.5
"4151","DashedSentence",-0.5,3,4818,"FALSE","Native 19",-0.5
"4159","DashedSentence",-0.5,7,7865,"FALSE","Native 19",-0.5
"4199","DashedSentence",-0.5,11,4251,"FALSE","Native 19",-0.5
"4215","DashedSentence",0.5,10,9153,"FALSE","Native 19",-0.5
"4219","DashedSentence",0.5,12,4448,"FALSE","Native 19",-0.5
"4291","DashedSentence",0.5,3,2382,"FALSE","Native 20",-0.5
"4335","DashedSentence",-0.5,10,3144,"FALSE","Native 20",-0.5
"4367","DashedSentence",-0.5,2,8123,"FALSE","Native 20",-0.5
"4371","DashedSentence",-0.5,6,6110,"FALSE","Native 20",-0.5
"4375","DashedSentence",0.5,11,8536,"FALSE","Native 20",-0.5
