"","controller","condition","item","accuracy","rt","subject","group"
"1990","PictureAccept",-0.5,11,0,857,"Native 9","Native"
"1994","PictureAccept",-0.5,9,0,1427,"Native 9","Native"
"2010","PictureAccept",-0.5,15,1,1382,"Native 9","Native"
"2052","PictureAccept",-0.5,5,1,2645,"Native 10","Native"
"2060","PictureAccept",-0.5,8,1,1762,"Native 10","Native"
"2072","PictureAccept",-0.5,2,1,2401,"Native 10","Native"
"2084","PictureAccept",-0.5,13,1,2540,"Native 10","Native"
"2088","PictureAccept",-0.5,10,1,9896,"Native 10","Native"
"2096","PictureAccept",-0.5,7,1,6417,"Native 10","Native"
"2108","PictureAccept",-0.5,1,1,2834,"Native 10","Native"
"2160","PictureAccept",-0.5,14,1,3227,"Native 10","Native"
"2188","PictureAccept",-0.5,17,1,1118,"Native 10","Native"
"2200","PictureAccept",-0.5,11,0,9015,"Native 10","Native"
"2208","PictureAccept",-0.5,16,1,1421,"Native 10","Native"
"2216","PictureAccept",-0.5,4,1,1793,"Native 10","Native"
"2264","PictureAccept",-0.5,18,1,3760,"Native 11","Native"
"2276","PictureAccept",-0.5,9,1,2926,"Native 11","Native"
"2280","PictureAccept",-0.5,1,1,2922,"Native 11","Native"
"2284","PictureAccept",-0.5,10,1,1713,"Native 11","Native"
"2300","PictureAccept",-0.5,15,1,3929,"Native 11","Native"
"2320","PictureAccept",-0.5,16,1,1940,"Native 11","Native"
"2344","PictureAccept",-0.5,7,1,2692,"Native 11","Native"
"2360","PictureAccept",-0.5,13,1,2344,"Native 11","Native"
"2396","PictureAccept",-0.5,4,1,1609,"Native 11","Native"
"2412","PictureAccept",-0.5,12,1,2078,"Native 11","Native"
"2436","PictureAccept",-0.5,3,1,1643,"Native 11","Native"
"2460","PictureAccept",-0.5,6,1,2222,"Native 11","Native"
"2480","PictureAccept",-0.5,17,1,797,"Native 12","Native"
"2484","PictureAccept",-0.5,18,1,2109,"Native 12","Native"
"2500","PictureAccept",-0.5,2,1,2301,"Native 12","Native"
"2568","PictureAccept",-0.5,8,1,3014,"Native 12","Native"
"2572","PictureAccept",-0.5,3,1,2162,"Native 12","Native"
"2576","PictureAccept",-0.5,9,0,2114,"Native 12","Native"
"2600","PictureAccept",-0.5,14,0,2005,"Native 12","Native"
"2620","PictureAccept",-0.5,11,1,1640,"Native 12","Native"
"2652","PictureAccept",-0.5,5,1,1337,"Native 12","Native"
"2660","PictureAccept",-0.5,6,1,2725,"Native 12","Native"
"2680","PictureAccept",-0.5,12,1,1121,"Native 12","Native"
"2688","PictureAccept",-0.5,15,0,2559,"Native 12","Native"
"2706","PictureAccept",-0.5,5,1,2469,"Native 13","Native"
"2710","PictureAccept",-0.5,1,0,4361,"Native 13","Native"
"2746","PictureAccept",-0.5,8,0,2023,"Native 13","Native"
"2770","PictureAccept",-0.5,14,0,3467,"Native 13","Native"
"2782","PictureAccept",-0.5,11,1,2049,"Native 13","Native"
"2790","PictureAccept",-0.5,10,1,1995,"Native 13","Native"
"2810","PictureAccept",-0.5,7,0,886,"Native 13","Native"
"2818","PictureAccept",-0.5,2,1,2773,"Native 13","Native"
"2870","PictureAccept",-0.5,17,1,1374,"Native 13","Native"
"2894","PictureAccept",-0.5,16,0,2102,"Native 13","Native"
"2898","PictureAccept",-0.5,4,1,2569,"Native 13","Native"
"2906","PictureAccept",-0.5,13,1,2913,"Native 13","Native"
"2944","PictureAccept",-0.5,10,0,2792,"Native 14","Native"
"2960","PictureAccept",-0.5,13,1,2712,"Native 14","Native"
"2972","PictureAccept",-0.5,9,1,1269,"Native 14","Native"
"2976","PictureAccept",-0.5,16,1,1715,"Native 14","Native"
"2992","PictureAccept",-0.5,3,1,3923,"Native 14","Native"
"2996","PictureAccept",-0.5,1,1,3121,"Native 14","Native"
"3024","PictureAccept",-0.5,12,1,2243,"Native 14","Native"
"3060","PictureAccept",-0.5,7,1,2845,"Native 14","Native"
"3064","PictureAccept",-0.5,18,1,2203,"Native 14","Native"
"3116","PictureAccept",-0.5,6,1,4019,"Native 14","Native"
"3124","PictureAccept",-0.5,15,1,1258,"Native 14","Native"
"3132","PictureAccept",-0.5,4,1,1701,"Native 14","Native"
"3146","PictureAccept",-0.5,15,0,1957,"Native 15","Native"
"3166","PictureAccept",-0.5,17,1,1003,"Native 15","Native"
"3174","PictureAccept",-0.5,8,1,1221,"Native 15","Native"
"3250","PictureAccept",-0.5,3,0,1432,"Native 15","Native"
"3258","PictureAccept",-0.5,6,0,784,"Native 15","Native"
"3270","PictureAccept",-0.5,12,1,696,"Native 15","Native"
"3278","PictureAccept",-0.5,5,1,1109,"Native 15","Native"
"3286","PictureAccept",-0.5,9,1,1337,"Native 15","Native"
"3310","PictureAccept",-0.5,18,0,1001,"Native 15","Native"
"3314","PictureAccept",-0.5,2,0,742,"Native 15","Native"
"3326","PictureAccept",-0.5,11,1,2017,"Native 15","Native"
"3338","PictureAccept",-0.5,14,1,1873,"Native 15","Native"
"3418","PictureAccept",-0.5,10,0,3746,"Native 16","Native"
"3454","PictureAccept",-0.5,16,1,4455,"Native 16","Native"
"3466","PictureAccept",-0.5,17,0,8432,"Native 16","Native"
"3470","PictureAccept",-0.5,13,1,2373,"Native 16","Native"
"3478","PictureAccept",-0.5,2,0,3315,"Native 16","Native"
"3490","PictureAccept",-0.5,4,1,1194,"Native 16","Native"
"3498","PictureAccept",-0.5,7,1,1618,"Native 16","Native"
"3518","PictureAccept",-0.5,8,1,1848,"Native 16","Native"
"3550","PictureAccept",-0.5,1,0,3155,"Native 16","Native"
"3554","PictureAccept",-0.5,11,0,6630,"Native 16","Native"
"3570","PictureAccept",-0.5,14,1,3533,"Native 16","Native"
"3578","PictureAccept",-0.5,5,0,1425,"Native 16","Native"
"3596","PictureAccept",-0.5,15,0,2025,"Native 17","Native"
"3624","PictureAccept",-0.5,10,1,3698,"Native 17","Native"
"3636","PictureAccept",-0.5,1,1,2269,"Native 17","Native"
"3656","PictureAccept",-0.5,16,1,2900,"Native 17","Native"
"3660","PictureAccept",-0.5,4,0,3119,"Native 17","Native"
"3700","PictureAccept",-0.5,13,1,2163,"Native 17","Native"
"3708","PictureAccept",-0.5,18,1,2330,"Native 17","Native"
"3720","PictureAccept",-0.5,3,1,1949,"Native 17","Native"
"3732","PictureAccept",-0.5,6,1,1984,"Native 17","Native"
"3776","PictureAccept",-0.5,9,1,1336,"Native 17","Native"
"3784","PictureAccept",-0.5,7,1,2280,"Native 17","Native"
"3792","PictureAccept",-0.5,12,1,1549,"Native 17","Native"
"3822","PictureAccept",-0.5,13,0,6529,"Native 18","Native"
"3842","PictureAccept",-0.5,11,1,3701,"Native 18","Native"
"3874","PictureAccept",-0.5,8,1,4992,"Native 18","Native"
"3882","PictureAccept",-0.5,16,1,2362,"Native 18","Native"
"3894","PictureAccept",-0.5,4,1,1992,"Native 18","Native"
"3898","PictureAccept",-0.5,1,1,2319,"Native 18","Native"
"3906","PictureAccept",-0.5,7,1,1463,"Native 18","Native"
"3914","PictureAccept",-0.5,5,1,3104,"Native 18","Native"
"3946","PictureAccept",-0.5,17,1,1643,"Native 18","Native"
"3974","PictureAccept",-0.5,10,1,1283,"Native 18","Native"
"3994","PictureAccept",-0.5,14,1,1464,"Native 18","Native"
"3998","PictureAccept",-0.5,2,1,2302,"Native 18","Native"
"4052","PictureAccept",-0.5,1,0,5192,"Native 19","Native"
"4080","PictureAccept",-0.5,4,1,1589,"Native 19","Native"
"4088","PictureAccept",-0.5,3,1,3911,"Native 19","Native"
"4140","PictureAccept",-0.5,10,0,3627,"Native 19","Native"
"4168","PictureAccept",-0.5,15,0,6963,"Native 19","Native"
"4188","PictureAccept",-0.5,7,1,1460,"Native 19","Native"
"4192","PictureAccept",-0.5,9,0,1847,"Native 19","Native"
"4196","PictureAccept",-0.5,13,1,1965,"Native 19","Native"
"4212","PictureAccept",-0.5,16,1,2894,"Native 19","Native"
"4224","PictureAccept",-0.5,6,0,2994,"Native 19","Native"
"4228","PictureAccept",-0.5,18,0,4411,"Native 19","Native"
"4248","PictureAccept",-0.5,12,1,1268,"Native 19","Native"
"4304","PictureAccept",-0.5,18,1,2160,"Native 20","Native"
"4308","PictureAccept",-0.5,17,1,2218,"Native 20","Native"
"4348","PictureAccept",-0.5,11,0,782,"Native 20","Native"
"4356","PictureAccept",-0.5,6,1,929,"Native 20","Native"
"4388","PictureAccept",-0.5,9,0,4993,"Native 20","Native"
"4404","PictureAccept",-0.5,15,0,1082,"Native 20","Native"
"4408","PictureAccept",-0.5,14,0,2228,"Native 20","Native"
"4412","PictureAccept",-0.5,12,0,2128,"Native 20","Native"
"4420","PictureAccept",-0.5,5,0,1593,"Native 20","Native"
"4436","PictureAccept",-0.5,8,0,2898,"Native 20","Native"
"4452","PictureAccept",-0.5,2,1,1454,"Native 20","Native"
"4464","PictureAccept",-0.5,3,0,602,"Native 20","Native"
"4494","PictureAccept",-0.5,2,1,2185,"Native 21","Native"
"4506","PictureAccept",-0.5,17,1,3101,"Native 21","Native"
"4518","PictureAccept",-0.5,13,1,1425,"Native 21","Native"
"4574","PictureAccept",-0.5,4,1,1440,"Native 21","Native"
"4586","PictureAccept",-0.5,11,0,2779,"Native 21","Native"
"4610","PictureAccept",-0.5,5,1,2100,"Native 21","Native"
"4626","PictureAccept",-0.5,1,0,1449,"Native 21","Native"
"4630","PictureAccept",-0.5,10,0,3499,"Native 21","Native"
"4654","PictureAccept",-0.5,7,0,905,"Native 21","Native"
"4666","PictureAccept",-0.5,16,1,1914,"Native 21","Native"
"4674","PictureAccept",-0.5,8,1,2210,"Native 21","Native"
"4698","PictureAccept",-0.5,14,1,2201,"Native 21","Native"
"4714","PictureAccept",-0.5,3,1,1428,"Native 22","Native"
"4718","PictureAccept",-0.5,4,1,1690,"Native 22","Native"
"4770","PictureAccept",-0.5,10,1,1689,"Native 22","Native"
"4774","PictureAccept",-0.5,1,1,1276,"Native 22","Native"
"4794","PictureAccept",-0.5,9,1,766,"Native 22","Native"
"4802","PictureAccept",-0.5,7,1,651,"Native 22","Native"
"4822","PictureAccept",-0.5,18,1,1044,"Native 22","Native"
"4830","PictureAccept",-0.5,13,1,1542,"Native 22","Native"
"4882","PictureAccept",-0.5,15,0,4972,"Native 22","Native"
"4886","PictureAccept",-0.5,6,1,1814,"Native 22","Native"
"4914","PictureAccept",-0.5,12,1,1422,"Native 22","Native"
"4926","PictureAccept",-0.5,16,1,1614,"Native 22","Native"
"4940","PictureAccept",-0.5,3,1,3055,"Native 23","Native"
"4952","PictureAccept",-0.5,5,1,1498,"Native 23","Native"
"4956","PictureAccept",-0.5,6,1,2284,"Native 23","Native"
"4980","PictureAccept",-0.5,18,1,1982,"Native 23","Native"
"4996","PictureAccept",-0.5,9,1,1633,"Native 23","Native"
"5012","PictureAccept",-0.5,15,0,6917,"Native 23","Native"
"5016","PictureAccept",-0.5,11,1,4519,"Native 23","Native"
"5028","PictureAccept",-0.5,14,1,1006,"Native 23","Native"
"5040","PictureAccept",-0.5,8,1,1303,"Native 23","Native"
"5084","PictureAccept",-0.5,2,1,1138,"Native 23","Native"
"5120","PictureAccept",-0.5,17,1,1197,"Native 23","Native"
"5144","PictureAccept",-0.5,12,1,1188,"Native 23","Native"
"5168","PictureAccept",-0.5,2,1,1408,"Native 24","Native"
"5180","PictureAccept",-0.5,10,0,2902,"Native 24","Native"
"5216","PictureAccept",-0.5,7,0,2042,"Native 24","Native"
"5228","PictureAccept",-0.5,16,0,2331,"Native 24","Native"
"5240","PictureAccept",-0.5,13,1,1426,"Native 24","Native"
"5264","PictureAccept",-0.5,8,0,1475,"Native 24","Native"
"5276","PictureAccept",-0.5,5,1,1486,"Native 24","Native"
"5304","PictureAccept",-0.5,14,0,1622,"Native 24","Native"
"5312","PictureAccept",-0.5,17,1,1559,"Native 24","Native"
"5348","PictureAccept",-0.5,1,1,2833,"Native 24","Native"
"5368","PictureAccept",-0.5,11,1,3867,"Native 24","Native"
"5376","PictureAccept",-0.5,4,1,2266,"Native 24","Native"
"5390","PictureAccept",-0.5,18,0,2179,"Native 25","Native"
"5418","PictureAccept",-0.5,10,0,7831,"Native 25","Native"
"5442","PictureAccept",-0.5,6,0,2497,"Native 25","Native"
"5462","PictureAccept",-0.5,15,1,3700,"Native 25","Native"
"5466","PictureAccept",-0.5,1,1,4763,"Native 25","Native"
"5474","PictureAccept",-0.5,16,1,5834,"Native 25","Native"
"5478","PictureAccept",-0.5,7,1,2105,"Native 25","Native"
"5498","PictureAccept",-0.5,9,1,1189,"Native 25","Native"
"5506","PictureAccept",-0.5,12,1,2052,"Native 25","Native"
"5522","PictureAccept",-0.5,4,1,1958,"Native 25","Native"
"5586","PictureAccept",-0.5,3,1,2226,"Native 25","Native"
"5590","PictureAccept",-0.5,13,1,2439,"Native 25","Native"
"5626","PictureAccept",-0.5,17,1,1736,"Native 26","Native"
"5630","PictureAccept",-0.5,3,0,2316,"Native 26","Native"
"5638","PictureAccept",-0.5,2,0,1049,"Native 26","Native"
"5642","PictureAccept",-0.5,18,0,2090,"Native 26","Native"
"5646","PictureAccept",-0.5,12,0,2306,"Native 26","Native"
"5666","PictureAccept",-0.5,8,1,1423,"Native 26","Native"
"5670","PictureAccept",-0.5,6,1,2018,"Native 26","Native"
"5694","PictureAccept",-0.5,11,0,1563,"Native 26","Native"
"5710","PictureAccept",-0.5,9,0,1301,"Native 26","Native"
"5722","PictureAccept",-0.5,5,1,2012,"Native 26","Native"
"5762","PictureAccept",-0.5,15,0,1356,"Native 26","Native"
"5790","PictureAccept",-0.5,14,0,1517,"Native 26","Native"
"5834","PictureAccept",-0.5,5,1,5425,"Native 27","Native"
"5838","PictureAccept",-0.5,1,0,3064,"Native 27","Native"
"5846","PictureAccept",-0.5,4,1,2390,"Native 27","Native"
"5890","PictureAccept",-0.5,8,0,9634,"Native 27","Native"
"5898","PictureAccept",-0.5,16,0,3809,"Native 27","Native"
"5926","PictureAccept",-0.5,10,0,2699,"Native 27","Native"
"5938","PictureAccept",-0.5,11,1,5717,"Native 27","Native"
"5978","PictureAccept",-0.5,2,1,2352,"Native 27","Native"
"5982","PictureAccept",-0.5,7,0,3379,"Native 27","Native"
"6006","PictureAccept",-0.5,13,1,2738,"Native 27","Native"
"6014","PictureAccept",-0.5,14,0,4516,"Native 27","Native"
"6026","PictureAccept",-0.5,17,0,3379,"Native 27","Native"
"6064","PictureAccept",-0.5,12,0,1627,"Native 28","Native"
"6068","PictureAccept",-0.5,16,0,2759,"Native 28","Native"
"6088","PictureAccept",-0.5,18,1,2553,"Native 28","Native"
"6116","PictureAccept",-0.5,7,1,3714,"Native 28","Native"
"6152","PictureAccept",-0.5,6,1,3128,"Native 28","Native"
"6172","PictureAccept",-0.5,13,1,1930,"Native 28","Native"
"6180","PictureAccept",-0.5,4,1,1432,"Native 28","Native"
"6228","PictureAccept",-0.5,10,1,1627,"Native 28","Native"
"6232","PictureAccept",-0.5,15,1,2459,"Native 28","Native"
"6252","PictureAccept",-0.5,3,1,1661,"Native 28","Native"
"6260","PictureAccept",-0.5,1,1,1449,"Native 28","Native"
"6268","PictureAccept",-0.5,9,1,1370,"Native 28","Native"
"6290","PictureAccept",-0.5,11,1,2234,"Native 29","Native"
"6318","PictureAccept",-0.5,3,1,1606,"Native 29","Native"
"6350","PictureAccept",-0.5,8,1,1017,"Native 29","Native"
"6362","PictureAccept",-0.5,5,0,1112,"Native 29","Native"
"6378","PictureAccept",-0.5,15,0,1674,"Native 29","Native"
"6382","PictureAccept",-0.5,2,1,1039,"Native 29","Native"
"6390","PictureAccept",-0.5,9,0,1785,"Native 29","Native"
"6406","PictureAccept",-0.5,12,1,843,"Native 29","Native"
"6422","PictureAccept",-0.5,18,0,1435,"Native 29","Native"
"6434","PictureAccept",-0.5,17,1,1610,"Native 29","Native"
"6442","PictureAccept",-0.5,6,0,907,"Native 29","Native"
"6458","PictureAccept",-0.5,14,0,1451,"Native 29","Native"
"6512","PictureAccept",-0.5,2,1,1465,"Native 30","Native"
"6540","PictureAccept",-0.5,5,0,2186,"Native 30","Native"
"6564","PictureAccept",-0.5,11,1,1750,"Native 30","Native"
"6568","PictureAccept",-0.5,14,1,2871,"Native 30","Native"
"6576","PictureAccept",-0.5,13,1,1189,"Native 30","Native"
"6628","PictureAccept",-0.5,17,0,1846,"Native 30","Native"
"6640","PictureAccept",-0.5,16,0,920,"Native 30","Native"
"6648","PictureAccept",-0.5,4,1,819,"Native 30","Native"
"6652","PictureAccept",-0.5,8,1,1914,"Native 30","Native"
"6672","PictureAccept",-0.5,1,0,1131,"Native 30","Native"
"6676","PictureAccept",-0.5,7,0,837,"Native 30","Native"
"6708","PictureAccept",-0.5,10,0,2569,"Native 30","Native"
"6736","PictureAccept",-0.5,1,0,1769,"Native 31","Native"
"6756","PictureAccept",-0.5,15,0,5421,"Native 31","Native"
"6760","PictureAccept",-0.5,12,1,2586,"Native 31","Native"
"6776","PictureAccept",-0.5,7,1,6901,"Native 31","Native"
"6780","PictureAccept",-0.5,6,1,3714,"Native 31","Native"
"6792","PictureAccept",-0.5,18,1,3585,"Native 31","Native"
"6828","PictureAccept",-0.5,9,1,2393,"Native 31","Native"
"6888","PictureAccept",-0.5,10,1,1754,"Native 31","Native"
"6908","PictureAccept",-0.5,16,0,1062,"Native 31","Native"
"6912","PictureAccept",-0.5,3,1,2195,"Native 31","Native"
"6916","PictureAccept",-0.5,4,1,2733,"Native 31","Native"
"6940","PictureAccept",-0.5,13,1,2660,"Native 31","Native"
"6986","PictureAccept",-0.5,5,1,4369,"Native 32","Native"
"7002","PictureAccept",-0.5,12,1,1708,"Native 32","Native"
"7010","PictureAccept",-0.5,2,1,1542,"Native 32","Native"
"7058","PictureAccept",-0.5,9,1,1890,"Native 32","Native"
"7070","PictureAccept",-0.5,15,0,3739,"Native 32","Native"
"7074","PictureAccept",-0.5,11,0,1883,"Native 32","Native"
"7082","PictureAccept",-0.5,18,1,4657,"Native 32","Native"
"7134","PictureAccept",-0.5,6,0,2959,"Native 32","Native"
"7142","PictureAccept",-0.5,17,1,2242,"Native 32","Native"
"7146","PictureAccept",-0.5,3,1,2384,"Native 32","Native"
"7150","PictureAccept",-0.5,8,1,2092,"Native 32","Native"
"7162","PictureAccept",-0.5,14,1,2542,"Native 32","Native"
"7190","PictureAccept",-0.5,5,0,2544,"Native 33","Native"
"7198","PictureAccept",-0.5,7,1,1534,"Native 33","Native"
"7202","PictureAccept",-0.5,11,1,3060,"Native 33","Native"
"7206","PictureAccept",-0.5,8,0,1333,"Native 33","Native"
"7286","PictureAccept",-0.5,10,1,1221,"Native 33","Native"
"7310","PictureAccept",-0.5,13,1,1556,"Native 33","Native"
"7322","PictureAccept",-0.5,4,1,1257,"Native 33","Native"
"7330","PictureAccept",-0.5,2,1,1623,"Native 33","Native"
"7338","PictureAccept",-0.5,16,1,1037,"Native 33","Native"
"7346","PictureAccept",-0.5,17,1,959,"Native 33","Native"
"7374","PictureAccept",-0.5,1,1,2968,"Native 33","Native"
"7386","PictureAccept",-0.5,14,1,1963,"Native 33","Native"
"7402","PictureAccept",-0.5,7,1,2644,"Native 34","Native"
"7414","PictureAccept",-0.5,1,1,1681,"Native 34","Native"
"7422","PictureAccept",-0.5,15,1,2471,"Native 34","Native"
"7434","PictureAccept",-0.5,13,0,2685,"Native 34","Native"
"7454","PictureAccept",-0.5,12,1,1073,"Native 34","Native"
"7478","PictureAccept",-0.5,18,1,3391,"Native 34","Native"
"7498","PictureAccept",-0.5,4,1,1595,"Native 34","Native"
"7502","PictureAccept",-0.5,9,0,1664,"Native 34","Native"
"7510","PictureAccept",-0.5,10,1,813,"Native 34","Native"
"7582","PictureAccept",-0.5,16,1,766,"Native 34","Native"
"7598","PictureAccept",-0.5,6,1,1961,"Native 34","Native"
"7602","PictureAccept",-0.5,3,1,1781,"Native 34","Native"
"7672","PictureAccept",-0.5,3,1,3458,"Native 35","Native"
"7684","PictureAccept",-0.5,5,1,3610,"Native 35","Native"
"7688","PictureAccept",-0.5,9,1,2080,"Native 35","Native"
"7704","PictureAccept",-0.5,14,1,2162,"Native 35","Native"
"7712","PictureAccept",-0.5,11,1,2972,"Native 35","Native"
"7732","PictureAccept",-0.5,8,1,2914,"Native 35","Native"
"7736","PictureAccept",-0.5,6,1,3227,"Native 35","Native"
"7756","PictureAccept",-0.5,17,1,1828,"Native 35","Native"
"7760","PictureAccept",-0.5,18,1,2873,"Native 35","Native"
"7764","PictureAccept",-0.5,15,1,6385,"Native 35","Native"
"7792","PictureAccept",-0.5,2,1,1853,"Native 35","Native"
"7840","PictureAccept",-0.5,12,1,1688,"Native 35","Native"
"7856","PictureAccept",-0.5,5,1,2273,"Native 36","Native"
"7868","PictureAccept",-0.5,4,0,5864,"Native 36","Native"
"7872","PictureAccept",-0.5,14,0,3049,"Native 36","Native"
"7876","PictureAccept",-0.5,17,0,1120,"Native 36","Native"
"7888","PictureAccept",-0.5,11,0,4881,"Native 36","Native"
